   -2.5   0   79.9	Thu 07 Dec 2023 05:40:15 PM UTC
   0.3   0.6   85.3	Thu 07 Dec 2023 05:40:16 PM UTC
   -0.3   0   78.4	Thu 07 Dec 2023 05:40:16 PM UTC
   -0.7   0   73.1	Thu 07 Dec 2023 05:40:17 PM UTC
   -1.6   0   74.6	Thu 07 Dec 2023 05:40:17 PM UTC
   -1.6   2.1   83.3	Thu 07 Dec 2023 05:40:17 PM UTC
   -4.8   0   59	Thu 07 Dec 2023 05:40:18 PM UTC
   -4.4   0   86	Thu 07 Dec 2023 05:40:18 PM UTC
   -5.2   0   79.8	Thu 07 Dec 2023 05:40:18 PM UTC
   -6   0   82.4	Thu 07 Dec 2023 05:40:18 PM UTC
   -5.2   0   82	Thu 07 Dec 2023 05:40:19 PM UTC
   -5.2   0   78.2	Thu 07 Dec 2023 05:40:19 PM UTC
   -6.6   0   80.1	Thu 07 Dec 2023 05:40:19 PM UTC
   -8.5   0   84.3	Thu 07 Dec 2023 05:40:20 PM UTC
   -3.7   0   85.7	Thu 07 Dec 2023 05:40:20 PM UTC
   -5.1   0   85	Thu 07 Dec 2023 05:40:20 PM UTC
   -6.1   0   85.9	Thu 07 Dec 2023 05:40:21 PM UTC
   -7   0   86.7	Thu 07 Dec 2023 05:40:21 PM UTC
   -7   0   86.1	Thu 07 Dec 2023 05:40:21 PM UTC
   -5.6   0   85.5	Thu 07 Dec 2023 05:40:22 PM UTC
   -5.6   0   81.5	Thu 07 Dec 2023 05:40:22 PM UTC
   -5.9   0   79.8	Thu 07 Dec 2023 05:40:22 PM UTC
   -5.5   0   81.5	Thu 07 Dec 2023 05:40:23 PM UTC
   -5.8   0   81.2	Thu 07 Dec 2023 05:40:23 PM UTC
   -5.6   0   83.2	Thu 07 Dec 2023 05:40:23 PM UTC
   -4.9   0   79.2	Thu 07 Dec 2023 05:40:23 PM UTC
   -5.2   0   79.5	Thu 07 Dec 2023 05:40:24 PM UTC
   -4.7   0   78.5	Thu 07 Dec 2023 05:40:24 PM UTC
   -4.2   0   77.4	Thu 07 Dec 2023 05:40:25 PM UTC
   -9.9   0   88.8	Thu 07 Dec 2023 05:40:25 PM UTC
   -8.4   0   88.9	Thu 07 Dec 2023 05:40:26 PM UTC
   -7.2   0   83.5	Thu 07 Dec 2023 05:40:26 PM UTC
   -7.4   0   88.6	Thu 07 Dec 2023 05:40:26 PM UTC
   -7.3   0   85.9	Thu 07 Dec 2023 05:40:27 PM UTC
   -6.9   0   88.1	Thu 07 Dec 2023 05:40:27 PM UTC
   -6.6   0   88.4	Thu 07 Dec 2023 05:40:27 PM UTC
   -6.7   0   90.4	Thu 07 Dec 2023 05:40:28 PM UTC
   -12.2   0   86.5	Thu 07 Dec 2023 05:40:28 PM UTC
   -6.6   0   85.3	Thu 07 Dec 2023 05:40:28 PM UTC
   -7.6   0   90.1	Thu 07 Dec 2023 05:40:28 PM UTC
   -7.5   0   88.8	Thu 07 Dec 2023 05:40:29 PM UTC
   -7   0   80.7	Thu 07 Dec 2023 05:40:29 PM UTC
   -8.9   0   81.9	Thu 07 Dec 2023 05:40:29 PM UTC
   -13.4   0   81.6	Thu 07 Dec 2023 05:40:30 PM UTC
   -13   0   85.2	Thu 07 Dec 2023 05:40:30 PM UTC
   -14.2   0   92.9	Thu 07 Dec 2023 05:40:30 PM UTC
   -13.5   0   82.7	Thu 07 Dec 2023 05:40:31 PM UTC
   -15.5   0   88.9	Thu 07 Dec 2023 05:40:31 PM UTC
   -5.9   0   89.3	Thu 07 Dec 2023 05:40:31 PM UTC
   -4.8   0   82.4	Thu 07 Dec 2023 05:40:32 PM UTC
   -7.1   0   81.4	Thu 07 Dec 2023 05:40:32 PM UTC
   -6.4   0   77.6	Thu 07 Dec 2023 05:40:33 PM UTC
   -5   0   78.4	Thu 07 Dec 2023 05:40:33 PM UTC
   -8.5   0   91.6	Thu 07 Dec 2023 05:40:34 PM UTC
   -8.7   0   80.4	Thu 07 Dec 2023 05:40:34 PM UTC
   -12.5   0   88.3	Thu 07 Dec 2023 05:40:35 PM UTC
   -5.6   0   83.2	Thu 07 Dec 2023 05:40:35 PM UTC
   -9.5   0   89.5	Thu 07 Dec 2023 05:40:36 PM UTC
   -10   0   90.9	Thu 07 Dec 2023 05:40:36 PM UTC
   -10   0   93	Thu 07 Dec 2023 05:40:37 PM UTC
   -10.6   0   83.6	Thu 07 Dec 2023 05:40:37 PM UTC
   -6.4   0   82.4	Thu 07 Dec 2023 05:40:37 PM UTC
   -10.1   0   88.9	Thu 07 Dec 2023 05:40:38 PM UTC
   -11.8   0   89.5	Thu 07 Dec 2023 05:40:38 PM UTC
   -10.6   0   90.5	Thu 07 Dec 2023 05:40:38 PM UTC
   -8.2   0   90.9	Thu 07 Dec 2023 05:40:39 PM UTC
   -12.2   0   86.3	Thu 07 Dec 2023 05:40:39 PM UTC
   -8.8   0   90.2	Thu 07 Dec 2023 05:40:39 PM UTC
   -10.4   0   88.8	Thu 07 Dec 2023 05:40:39 PM UTC
   -12.1   0   89.5	Thu 07 Dec 2023 05:40:40 PM UTC
   -9.2   0   89.4	Thu 07 Dec 2023 05:40:40 PM UTC
   -10.3   0   90.5	Thu 07 Dec 2023 05:40:41 PM UTC
   -8.5   0   90.7	Thu 07 Dec 2023 05:40:41 PM UTC
   -12.9   0   90.4	Thu 07 Dec 2023 05:40:42 PM UTC
   -16.2   0   84.4	Thu 07 Dec 2023 05:40:42 PM UTC
   -12.8   0   87.4	Thu 07 Dec 2023 05:40:43 PM UTC
   -13.5   0   88.6	Thu 07 Dec 2023 05:40:43 PM UTC
   -19.3   0   88.5	Thu 07 Dec 2023 05:40:43 PM UTC
   -20.5   0   84.9	Thu 07 Dec 2023 05:40:43 PM UTC
   -24.3   0   97.7	Thu 07 Dec 2023 05:40:44 PM UTC
   -10   0   89.1	Thu 07 Dec 2023 05:40:44 PM UTC
   -18.7   0   78.6	Thu 07 Dec 2023 05:40:44 PM UTC
   -19.7   0   96.6	Thu 07 Dec 2023 05:40:45 PM UTC
   -14   0   77	Thu 07 Dec 2023 05:40:45 PM UTC
   -16.1   0   80.4	Thu 07 Dec 2023 05:40:46 PM UTC
   -15.9   0   72.9	Thu 07 Dec 2023 05:40:46 PM UTC
   -10.3   0   81.6	Thu 07 Dec 2023 05:40:47 PM UTC
   -16.2   0   84.8	Thu 07 Dec 2023 05:40:47 PM UTC
   -12   0   86.3	Thu 07 Dec 2023 05:40:47 PM UTC
   -15.4   0   79.8	Thu 07 Dec 2023 05:40:48 PM UTC
   -12.8   0   90.1	Thu 07 Dec 2023 05:40:48 PM UTC
   -12.1   0   79.5	Thu 07 Dec 2023 05:40:48 PM UTC
   -13.6   0   88.1	Thu 07 Dec 2023 05:40:49 PM UTC
   -8.3   0   91.4	Thu 07 Dec 2023 05:40:49 PM UTC
   -8.7   0   86.8	Thu 07 Dec 2023 05:40:49 PM UTC
   -8   0   81.4	Thu 07 Dec 2023 05:40:50 PM UTC
   -9.3   0   83.1	Thu 07 Dec 2023 05:40:50 PM UTC
   -10.3   0   88.4	Thu 07 Dec 2023 05:40:50 PM UTC
   -9.9   0   86.1	Thu 07 Dec 2023 05:40:50 PM UTC
   -11.2   0   88	Thu 07 Dec 2023 05:40:51 PM UTC
   -14.1   0   81.7	Thu 07 Dec 2023 05:40:51 PM UTC
   -14.3   0   80.6	Thu 07 Dec 2023 05:40:51 PM UTC
   -18.6   0   96.2	Thu 07 Dec 2023 05:40:52 PM UTC
   -12.1   0   88.1	Thu 07 Dec 2023 05:40:52 PM UTC
   -3.7   0   81.6	Thu 07 Dec 2023 05:40:53 PM UTC
   -5   0   82	Thu 07 Dec 2023 05:40:53 PM UTC
   -3.9   0   85.6	Thu 07 Dec 2023 05:40:53 PM UTC
   -3.8   0   84.7	Thu 07 Dec 2023 05:40:53 PM UTC
   -3.6   0   81.9	Thu 07 Dec 2023 05:40:54 PM UTC
   -2.7   0   79	Thu 07 Dec 2023 05:40:54 PM UTC
   -1.4   0   74.4	Thu 07 Dec 2023 05:40:54 PM UTC
   -5.4   0   72.9	Thu 07 Dec 2023 05:40:55 PM UTC
   -3.7   0   84.1	Thu 07 Dec 2023 05:40:55 PM UTC
   -3.4   0   79.6	Thu 07 Dec 2023 05:40:55 PM UTC
   -3.2   0   79.9	Thu 07 Dec 2023 05:40:56 PM UTC
   -2.4   0.7   79.5	Thu 07 Dec 2023 05:40:56 PM UTC
   -2.2   0.9   75	Thu 07 Dec 2023 05:40:56 PM UTC
   -4.1   0   73.3	Thu 07 Dec 2023 05:40:57 PM UTC
   -4.1   0   72.5	Thu 07 Dec 2023 05:40:57 PM UTC
   -14.9   0   89.7	Thu 07 Dec 2023 05:40:57 PM UTC
   -7.3   0   91.1	Thu 07 Dec 2023 05:40:58 PM UTC
   -2.4   0   73.6	Thu 07 Dec 2023 05:40:58 PM UTC
   -2.1   0.6   78.4	Thu 07 Dec 2023 05:40:58 PM UTC
   -2.2   1.5   81.9	Thu 07 Dec 2023 05:40:59 PM UTC
   -4.1   1.7   83.4	Thu 07 Dec 2023 05:40:59 PM UTC
   -6.7   1.4   84.2	Thu 07 Dec 2023 05:40:59 PM UTC
   -11.3   0.6   90.9	Thu 07 Dec 2023 05:41:00 PM UTC
   -2.1   0.9   82	Thu 07 Dec 2023 05:41:00 PM UTC
   -1.9   3   86.8	Thu 07 Dec 2023 05:41:00 PM UTC
   -2.1   2.1   86	Thu 07 Dec 2023 05:41:01 PM UTC
   -0.9   5   85.8	Thu 07 Dec 2023 05:41:01 PM UTC
   -2   4.6   84	Thu 07 Dec 2023 05:41:01 PM UTC
   0   2.9   81.1	Thu 07 Dec 2023 05:41:02 PM UTC
   -0.9   1.6   76.5	Thu 07 Dec 2023 05:41:02 PM UTC
   -3   1.4   83.6	Thu 07 Dec 2023 05:41:02 PM UTC
   -3.6   1.3   83.8	Thu 07 Dec 2023 05:41:03 PM UTC
   -2.4   1   82.6	Thu 07 Dec 2023 05:41:03 PM UTC
   -3.8   1.1   86.2	Thu 07 Dec 2023 05:41:04 PM UTC
   -2.2   4.3   87.5	Thu 07 Dec 2023 05:41:04 PM UTC
   -3.8   1.6   88.5	Thu 07 Dec 2023 05:41:05 PM UTC
   -5.9   1.9   88.1	Thu 07 Dec 2023 05:41:05 PM UTC
   -3.4   1.5   85.8	Thu 07 Dec 2023 05:41:05 PM UTC
   -2.3   1.7   79.6	Thu 07 Dec 2023 05:41:06 PM UTC
   -3.8   2.4   81.3	Thu 07 Dec 2023 05:41:06 PM UTC
   -4.2   2.2   82.2	Thu 07 Dec 2023 05:41:06 PM UTC
   -10   1.6   94.9	Thu 07 Dec 2023 05:41:07 PM UTC
   -2.5   2.7   86.5	Thu 07 Dec 2023 05:41:07 PM UTC
   -4   3.2   89	Thu 07 Dec 2023 05:41:07 PM UTC
   -0.9   2.9   80.8	Thu 07 Dec 2023 05:41:08 PM UTC
   -1.6   2.2   83.5	Thu 07 Dec 2023 05:41:08 PM UTC
   -1   2.1   80.7	Thu 07 Dec 2023 05:41:08 PM UTC
   -4.3   2.2   80.2	Thu 07 Dec 2023 05:41:09 PM UTC
   0   0   47.6	Thu 07 Dec 2023 05:41:09 PM UTC
   2   0   44.4	Thu 07 Dec 2023 05:41:09 PM UTC
   0   0   53.9	Thu 07 Dec 2023 05:41:10 PM UTC
   0.5   0   59.4	Thu 07 Dec 2023 05:41:10 PM UTC
   2.1   0   56.4	Thu 07 Dec 2023 05:41:10 PM UTC
   1.1   0   56.3	Thu 07 Dec 2023 05:41:11 PM UTC
   -1.2   0   59.9	Thu 07 Dec 2023 05:41:11 PM UTC
   -1.1   0   50.6	Thu 07 Dec 2023 05:41:11 PM UTC
   -5.5   0   56	Thu 07 Dec 2023 05:41:12 PM UTC
   -12.8   0   81.7	Thu 07 Dec 2023 05:41:12 PM UTC
   -9.6   0   74.5	Thu 07 Dec 2023 05:41:12 PM UTC
   -7.2   0   68.2	Thu 07 Dec 2023 05:41:13 PM UTC
   -9.4   0   63.2	Thu 07 Dec 2023 05:41:13 PM UTC
   -1.8   0   57.9	Thu 07 Dec 2023 05:41:14 PM UTC
   -2   0   47.1	Thu 07 Dec 2023 05:41:14 PM UTC
   0.6   0   42	Thu 07 Dec 2023 05:41:14 PM UTC
   1   0   54.7	Thu 07 Dec 2023 05:41:15 PM UTC
   1.1   0   55.3	Thu 07 Dec 2023 05:41:15 PM UTC
   -0.5   0   54.4	Thu 07 Dec 2023 05:41:15 PM UTC
   -4.8   0   59.2	Thu 07 Dec 2023 05:41:16 PM UTC
   -11.3   0   65.7	Thu 07 Dec 2023 05:41:16 PM UTC
   -1.8   0   52	Thu 07 Dec 2023 05:41:16 PM UTC
   -0.2   0   47.2	Thu 07 Dec 2023 05:41:17 PM UTC
   -1.7   0   73.9	Thu 07 Dec 2023 05:41:17 PM UTC
   1   0   52.5	Thu 07 Dec 2023 05:41:17 PM UTC
   -5.1   0   59.2	Thu 07 Dec 2023 05:41:18 PM UTC
   -2.9   0   46	Thu 07 Dec 2023 05:41:18 PM UTC
   0.5   0   57.1	Thu 07 Dec 2023 05:41:18 PM UTC
   -0.4   0   47.3	Thu 07 Dec 2023 05:41:19 PM UTC
   -3.3   0   49.7	Thu 07 Dec 2023 05:41:19 PM UTC
   -6.1   0   53.4	Thu 07 Dec 2023 05:41:19 PM UTC
   -5.1   0   57.9	Thu 07 Dec 2023 05:41:20 PM UTC
   -8.9   0   65.5	Thu 07 Dec 2023 05:41:20 PM UTC
   -1.9   0   52.4	Thu 07 Dec 2023 05:41:20 PM UTC
   -9   0   59.9	Thu 07 Dec 2023 05:41:21 PM UTC
   -14.4   0   59.9	Thu 07 Dec 2023 05:41:21 PM UTC
   -2.8   0   49.2	Thu 07 Dec 2023 05:41:21 PM UTC
   -3.1   0   46.8	Thu 07 Dec 2023 05:41:22 PM UTC
   -2.1   0   52.3	Thu 07 Dec 2023 05:41:22 PM UTC
   -4.6   0   54.5	Thu 07 Dec 2023 05:41:22 PM UTC
   -0.5   0   44.1	Thu 07 Dec 2023 05:41:23 PM UTC
   -3.8   0   44.2	Thu 07 Dec 2023 05:41:23 PM UTC
   -14   0   50.3	Thu 07 Dec 2023 05:41:23 PM UTC
   -11.4   0   72.6	Thu 07 Dec 2023 05:41:24 PM UTC
   -11   0   77.9	Thu 07 Dec 2023 05:41:24 PM UTC
   -9.7   0   77.8	Thu 07 Dec 2023 05:41:24 PM UTC
   -3.2   0   58.2	Thu 07 Dec 2023 05:41:25 PM UTC
   -6.7   0   66.6	Thu 07 Dec 2023 05:41:25 PM UTC
   -9   0   53.2	Thu 07 Dec 2023 05:41:25 PM UTC
   -6.7   0   62.8	Thu 07 Dec 2023 05:41:26 PM UTC
   -22.7   0   93.2	Thu 07 Dec 2023 05:41:26 PM UTC
   -14.7   0   85.7	Thu 07 Dec 2023 05:41:26 PM UTC
   -11   0   76.1	Thu 07 Dec 2023 05:41:27 PM UTC
   -12.7   0   77.9	Thu 07 Dec 2023 05:41:27 PM UTC
   -10.4   0   70.8	Thu 07 Dec 2023 05:41:27 PM UTC
   -7.6   0   66	Thu 07 Dec 2023 05:41:27 PM UTC
   -10.9   0   80.9	Thu 07 Dec 2023 05:41:28 PM UTC
   -11.8   0   85.7	Thu 07 Dec 2023 05:41:28 PM UTC
   -14.4   0   73.7	Thu 07 Dec 2023 05:41:28 PM UTC
   -11.9   0   84.7	Thu 07 Dec 2023 05:41:29 PM UTC
   -11.4   0   75.9	Thu 07 Dec 2023 05:41:29 PM UTC
   -9.6   0   76.5	Thu 07 Dec 2023 05:41:29 PM UTC
   -9.7   0   73.8	Thu 07 Dec 2023 05:41:30 PM UTC
   -8.3   0   83.5	Thu 07 Dec 2023 05:41:30 PM UTC
   -11   0   92.1	Thu 07 Dec 2023 05:41:30 PM UTC
   -9.8   0   89.5	Thu 07 Dec 2023 05:41:30 PM UTC
   -14.3   0   92.4	Thu 07 Dec 2023 05:41:31 PM UTC
   -13.4   0   86.7	Thu 07 Dec 2023 05:41:31 PM UTC
   -13.6   0   82.9	Thu 07 Dec 2023 05:41:31 PM UTC
   -8.9   0   78.3	Thu 07 Dec 2023 05:41:32 PM UTC
   -7.8   0   64	Thu 07 Dec 2023 05:41:32 PM UTC
   -5.8   0   72.2	Thu 07 Dec 2023 05:41:32 PM UTC
   -14.7   0   82.2	Thu 07 Dec 2023 05:41:33 PM UTC
   -9.2   0   82.7	Thu 07 Dec 2023 05:41:33 PM UTC
   -8.5   0   54.7	Thu 07 Dec 2023 05:41:34 PM UTC
   -9.5   0   76.1	Thu 07 Dec 2023 05:41:34 PM UTC
   -8.4   0   70.8	Thu 07 Dec 2023 05:41:35 PM UTC
   -8.5   0   72.4	Thu 07 Dec 2023 05:41:35 PM UTC
   -13.3   0   79.8	Thu 07 Dec 2023 05:41:36 PM UTC
   -5.3   0   72.7	Thu 07 Dec 2023 05:41:36 PM UTC
   -12.1   0   67.3	Thu 07 Dec 2023 05:41:36 PM UTC
   -3   0   59.4	Thu 07 Dec 2023 05:41:37 PM UTC
   -2.2   0   62.9	Thu 07 Dec 2023 05:41:37 PM UTC
   -8.6   0   76.1	Thu 07 Dec 2023 05:41:37 PM UTC
   -6.7   0   84.5	Thu 07 Dec 2023 05:41:38 PM UTC
   -7.5   0   86.2	Thu 07 Dec 2023 05:41:38 PM UTC
   -5.9   0   74	Thu 07 Dec 2023 05:41:38 PM UTC
   -6.7   0   77.7	Thu 07 Dec 2023 05:41:39 PM UTC
   -6.9   0   75.8	Thu 07 Dec 2023 05:41:39 PM UTC
   -4.3   0   63.4	Thu 07 Dec 2023 05:41:39 PM UTC
   -3.8   0   54.1	Thu 07 Dec 2023 05:41:39 PM UTC
   -7.3   0   64.7	Thu 07 Dec 2023 05:41:40 PM UTC
   -4.9   0   60.1	Thu 07 Dec 2023 05:41:40 PM UTC
   -5.8   0   59.6	Thu 07 Dec 2023 05:41:40 PM UTC
   -7.2   0   65.3	Thu 07 Dec 2023 05:41:41 PM UTC
   -7.6   0   61.9	Thu 07 Dec 2023 05:41:41 PM UTC
   -4.6   0   56.6	Thu 07 Dec 2023 05:41:41 PM UTC
   -1.5   0   64.4	Thu 07 Dec 2023 05:41:42 PM UTC
   -10   0   68.1	Thu 07 Dec 2023 05:41:42 PM UTC
   -4.7   0   66.4	Thu 07 Dec 2023 05:41:42 PM UTC
   -19.1   0   73.9	Thu 07 Dec 2023 05:41:43 PM UTC
   -13.9   0   79.3	Thu 07 Dec 2023 05:41:43 PM UTC
   -5.2   0   57.1	Thu 07 Dec 2023 05:41:43 PM UTC
   -6   0   71.4	Thu 07 Dec 2023 05:41:43 PM UTC
   -8.5   0   65.5	Thu 07 Dec 2023 05:41:44 PM UTC
   -9.1   0   65	Thu 07 Dec 2023 05:41:44 PM UTC
   -9   0   88.6	Thu 07 Dec 2023 05:41:44 PM UTC
   -4.8   0   54.8	Thu 07 Dec 2023 05:41:45 PM UTC
   -4.1   0   76.6	Thu 07 Dec 2023 05:41:45 PM UTC
   -7.6   0   71.4	Thu 07 Dec 2023 05:41:45 PM UTC
   -5.9   0   80.1	Thu 07 Dec 2023 05:41:46 PM UTC
   -8.4   0   82.1	Thu 07 Dec 2023 05:41:46 PM UTC
   -10.4   0   89.2	Thu 07 Dec 2023 05:41:46 PM UTC
   -7.6   0   82	Thu 07 Dec 2023 05:41:46 PM UTC
   -8.9   0   80.2	Thu 07 Dec 2023 05:41:47 PM UTC
   -8.4   0   77.1	Thu 07 Dec 2023 05:41:47 PM UTC
   -10.3   0   85.4	Thu 07 Dec 2023 05:41:47 PM UTC
   -13.7   0   83.6	Thu 07 Dec 2023 05:41:48 PM UTC
   -9.5   0   83.7	Thu 07 Dec 2023 05:41:48 PM UTC
   -11.3   0   83.4	Thu 07 Dec 2023 05:41:48 PM UTC
	Thu 07 Dec 2023 05:41:49 PM UTC
